Record Length,Analog:10000000
Sample Rate,5000000.0
Vertical Scale,CH1:+1.000000E+001
Vertical Offset,CH1:-4.066666E+001
Horizontal Scale,+2.000000E-001
Second,Volt,
-1.962078E-001,+4.583308E-001,
-1.962076E-001,+4.166641E-001,
-1.962074E-001,+4.583308E-001,
-1.962072E-001,+4.166641E-001,
-1.962070E-001,+4.166641E-001,
-1.962068E-001,+4.166641E-001,
-1.962066E-001,+4.999975E-001,
-1.962064E-001,+4.791641E-001,
-1.962062E-001,+4.583308E-001,
-1.962060E-001,+4.166641E-001,
-1.962058E-001,+4.374975E-001,
-1.962056E-001,+4.583308E-001,
-1.962054E-001,+4.374975E-001,
-1.962052E-001,+4.166641E-001,
-1.962050E-001,+4.166641E-001,
-1.962048E-001,+4.999975E-001,
-1.962046E-001,+4.791641E-001,
-1.962044E-001,+4.583308E-001,
-1.962042E-001,+4.583308E-001,
-1.962040E-001,+4.583308E-001,
-1.962038E-001,+4.374975E-001,
-1.962036E-001,+4.791641E-001,
-1.962034E-001,+4.583308E-001,
-1.962032E-001,+4.374975E-001,
-1.962030E-001,+3.958308E-001,
-1.962028E-001,+4.583308E-001,
-1.962026E-001,+4.166641E-001,
-1.962024E-001,+3.749975E-001,
-1.962022E-001,+4.583308E-001,
-1.962020E-001,+4.374975E-001,
-1.962018E-001,+3.749975E-001,
-1.962016E-001,+4.583308E-001,
-1.962014E-001,+4.791641E-001,
-1.962012E-001,+4.583308E-001,
-1.962010E-001,+4.583308E-001,
-1.962008E-001,+3.958308E-001,
-1.962006E-001,+4.583308E-001,
-1.962004E-001,+4.374975E-001,
-1.962002E-001,+4.791641E-001,
-1.962000E-001,+4.583308E-001,
-1.961998E-001,+4.374975E-001,
-1.961996E-001,+4.374975E-001,
-1.961994E-001,+4.999975E-001,
-1.961992E-001,+4.791641E-001,
-1.961990E-001,+4.374975E-001,
-1.961988E-001,+4.374975E-001,
-1.961986E-001,+3.749975E-001,
-1.961984E-001,+4.166641E-001,
-1.961982E-001,+4.791641E-001,
-1.961980E-001,+4.583308E-001,
-1.961978E-001,+4.583308E-001,
-1.961976E-001,+4.374975E-001,
-1.961974E-001,+3.749975E-001,
-1.961972E-001,+3.958308E-001,
-1.961970E-001,+4.374975E-001,
-1.961968E-001,+4.166641E-001,
-1.961966E-001,+4.374975E-001,
-1.961964E-001,+4.999975E-001,
-1.961962E-001,+4.791641E-001,
-1.961960E-001,+4.791641E-001,
-1.961958E-001,+4.374975E-001,
-1.961956E-001,+4.791641E-001,
-1.961954E-001,+4.791641E-001,
-1.961952E-001,+4.583308E-001,
-1.961950E-001,+4.166641E-001,
-1.961948E-001,+4.583308E-001,
-1.961946E-001,+4.374975E-001,
-1.961944E-001,+4.166641E-001,
-1.961942E-001,+4.583308E-001,
-1.961940E-001,+3.958308E-001,
-1.961938E-001,+4.583308E-001,
-1.961936E-001,+4.791641E-001,
-1.961934E-001,+4.374975E-001,
-1.961932E-001,+4.583308E-001,
-1.961930E-001,+4.791641E-001,
-1.961928E-001,+4.166641E-001,
-1.961926E-001,+4.374975E-001,
-1.961924E-001,+3.958308E-001,
-1.961922E-001,+4.583308E-001,
-1.961920E-001,+4.166641E-001,
-1.961918E-001,+4.166641E-001,
-1.961916E-001,+4.374975E-001,
-1.961914E-001,+4.791641E-001,
-1.961912E-001,+4.791641E-001,
-1.961910E-001,+3.958308E-001,
-1.961908E-001,+4.583308E-001,
-1.961906E-001,+3.958308E-001,
-1.961904E-001,+4.374975E-001,
-1.961902E-001,+4.583308E-001,
-1.961900E-001,+4.166641E-001,
-1.961898E-001,+3.749975E-001,
-1.961896E-001,+4.791641E-001,
-1.961894E-001,+4.791641E-001,
-1.961892E-001,+4.374975E-001,
-1.961890E-001,+4.374975E-001,
-1.961888E-001,+4.583308E-001,
-1.961886E-001,+4.583308E-001,
-1.961884E-001,+4.166641E-001,
-1.961882E-001,+4.374975E-001,
-1.961880E-001,+4.583308E-001,
-1.961878E-001,+4.166641E-001,
-1.961876E-001,+4.583308E-001,
-1.961874E-001,+4.374975E-001,
-1.961872E-001,+4.999975E-001,
-1.961870E-001,+4.999975E-001,
-1.961868E-001,+4.166641E-001,
-1.961866E-001,+4.374975E-001,
-1.961864E-001,+4.374975E-001,
-1.961862E-001,+4.583308E-001,
-1.961860E-001,+4.583308E-001,
-1.961858E-001,+3.958308E-001,
-1.961856E-001,+4.374975E-001,
-1.961854E-001,+4.791641E-001,
-1.961852E-001,+4.583308E-001,
-1.961850E-001,+4.166641E-001,
-1.961848E-001,+4.374975E-001,
-1.961846E-001,+4.791641E-001,
-1.961844E-001,+4.791641E-001,
-1.961842E-001,+4.374975E-001,
-1.961840E-001,+4.374975E-001,
-1.961838E-001,+4.374975E-001,
-1.961836E-001,+4.791641E-001,
-1.961834E-001,+4.583308E-001,
-1.961832E-001,+4.791641E-001,
-1.961830E-001,+4.583308E-001,
-1.961828E-001,+3.958308E-001,
-1.961826E-001,+4.374975E-001,
-1.961824E-001,+4.791641E-001,
-1.961822E-001,+4.374975E-001,
-1.961820E-001,+4.374975E-001,
-1.961818E-001,+4.166641E-001,
-1.961816E-001,+4.999975E-001,
-1.961814E-001,+4.791641E-001,
-1.961812E-001,+4.166641E-001,
-1.961810E-001,+4.791641E-001,
-1.961808E-001,+4.374975E-001,
-1.961806E-001,+4.791641E-001,
-1.961804E-001,+4.374975E-001,
-1.961802E-001,+4.166641E-001,
-1.961800E-001,+5.208308E-001,
-1.961798E-001,+4.374975E-001,
-1.961796E-001,+4.583308E-001,
-1.961794E-001,+4.583308E-001,
-1.961792E-001,+5.208308E-001,
-1.961790E-001,+4.791641E-001,
-1.961788E-001,+4.791641E-001,
-1.961786E-001,+4.374975E-001,
-1.961784E-001,+4.166641E-001,
-1.961782E-001,+4.791641E-001,
-1.961780E-001,+4.374975E-001,
-1.961778E-001,+3.958308E-001,
-1.961776E-001,+4.791641E-001,
-1.961774E-001,+4.583308E-001,
-1.961772E-001,+4.374975E-001,
-1.961770E-001,+4.583308E-001,
-1.961768E-001,+4.166641E-001,
-1.961766E-001,+4.583308E-001,
-1.961764E-001,+4.583308E-001,
-1.961762E-001,+4.583308E-001,
-1.961760E-001,+3.958308E-001,
-1.961758E-001,+4.583308E-001,
-1.961756E-001,+4.166641E-001,
-1.961754E-001,+4.374975E-001,
-1.961752E-001,+4.583308E-001,
-1.961750E-001,+4.791641E-001,
-1.961748E-001,+3.958308E-001,
-1.961746E-001,+4.166641E-001,
-1.961744E-001,+4.791641E-001,
-1.961742E-001,+4.583308E-001,
-1.961740E-001,+4.791641E-001,
-1.961738E-001,+4.583308E-001,
-1.961736E-001,+4.791641E-001,
-1.961734E-001,+4.791641E-001,
-1.961732E-001,+4.999975E-001,
-1.961730E-001,+4.999975E-001,
-1.961728E-001,+4.374975E-001,
-1.961726E-001,+4.166641E-001,
-1.961724E-001,+4.583308E-001,
-1.961722E-001,+4.999975E-001,
-1.961720E-001,+4.166641E-001,
-1.961718E-001,+3.541641E-001,
-1.961716E-001,+4.166641E-001,
-1.961714E-001,+4.374975E-001,
-1.961712E-001,+4.583308E-001,
-1.961710E-001,+4.791641E-001,
-1.961708E-001,+4.999975E-001,
-1.961706E-001,+4.583308E-001,
-1.961704E-001,+4.166641E-001,
-1.961702E-001,+4.374975E-001,
-1.961700E-001,+4.791641E-001,
-1.961698E-001,+4.583308E-001,
-1.961696E-001,+3.749975E-001,
-1.961694E-001,+4.583308E-001,
-1.961692E-001,+4.791641E-001,
-1.961690E-001,+4.374975E-001,
-1.961688E-001,+4.583308E-001,
-1.961686E-001,+4.583308E-001,
-1.961684E-001,+4.583308E-001,
-1.961682E-001,+4.791641E-001,
-1.961680E-001,+4.999975E-001,
-1.961678E-001,+4.583308E-001,
-1.961676E-001,+5.416641E-001,
-1.961674E-001,+3.958308E-001,
-1.961672E-001,+4.374975E-001,
-1.961670E-001,+4.374975E-001,
-1.961668E-001,+4.999975E-001,
-1.961666E-001,+4.374975E-001,
-1.961664E-001,+4.583308E-001,
-1.961662E-001,+4.374975E-001,
-1.961660E-001,+4.999975E-001,
-1.961658E-001,+4.583308E-001,
-1.961656E-001,+4.583308E-001,
-1.961654E-001,+4.166641E-001,
-1.961652E-001,+4.374975E-001,
-1.961650E-001,+4.374975E-001,
-1.961648E-001,+4.166641E-001,
-1.961646E-001,+4.374975E-001,
-1.961644E-001,+4.166641E-001,
-1.961642E-001,+4.374975E-001,
-1.961640E-001,+5.208308E-001,
-1.961638E-001,+4.374975E-001,
-1.961636E-001,+4.791641E-001,
-1.961634E-001,+3.958308E-001,
-1.961632E-001,+3.958308E-001,
-1.961630E-001,+4.583308E-001,
-1.961628E-001,+4.583308E-001,
-1.961626E-001,+4.374975E-001,
-1.961624E-001,+4.791641E-001,
-1.961622E-001,+4.791641E-001,
-1.961620E-001,+4.583308E-001,
-1.961618E-001,+4.374975E-001,
-1.961616E-001,+4.583308E-001,
-1.961614E-001,+4.166641E-001,
-1.961612E-001,+4.999975E-001,
-1.961610E-001,+4.583308E-001,
-1.961608E-001,+4.166641E-001,
-1.961606E-001,+4.583308E-001,
-1.961604E-001,+4.166641E-001,
-1.961602E-001,+4.583308E-001,
-1.961600E-001,+4.374975E-001,
-1.961598E-001,+4.374975E-001,
-1.961596E-001,+4.583308E-001,
-1.961594E-001,+4.374975E-001,
-1.961592E-001,+3.958308E-001,
-1.961590E-001,+4.374975E-001,
-1.961588E-001,+4.583308E-001,
-1.961586E-001,+3.749975E-001,
-1.961584E-001,+4.166641E-001,
-1.961582E-001,+4.791641E-001,
-1.961580E-001,+4.583308E-001,
-1.961578E-001,+4.374975E-001,
-1.961576E-001,+4.583308E-001,
-1.961574E-001,+4.374975E-001,
-1.961572E-001,+4.583308E-001,
-1.961570E-001,+4.791641E-001,
-1.961568E-001,+4.374975E-001,
-1.961566E-001,+4.166641E-001,
-1.961564E-001,+3.958308E-001,
-1.961562E-001,+4.583308E-001,
-1.961560E-001,+4.166641E-001,
-1.961558E-001,+3.749975E-001,
-1.961556E-001,+4.583308E-001,
-1.961554E-001,+4.374975E-001,
-1.961552E-001,+3.749975E-001,
-1.961550E-001,+4.583308E-001,
-1.961548E-001,+4.791641E-001,
-1.961546E-001,+4.166641E-001,
-1.961544E-001,+4.583308E-001,
-1.961542E-001,+4.166641E-001,
-1.961540E-001,+4.583308E-001,
-1.961538E-001,+4.374975E-001,
-1.961536E-001,+4.583308E-001,
-1.961534E-001,+3.958308E-001,
-1.961532E-001,+4.374975E-001,
-1.961530E-001,+4.999975E-001,
-1.961528E-001,+3.541641E-001,
-1.961526E-001,+4.166641E-001,
-1.961524E-001,+4.999975E-001,
-1.961522E-001,+4.374975E-001,
-1.961520E-001,+3.958308E-001,
-1.961518E-001,+4.583308E-001,
-1.961516E-001,+4.374975E-001,
-1.961514E-001,+4.166641E-001,
-1.961512E-001,+4.999975E-001,
-1.961510E-001,+4.374975E-001,
-1.961508E-001,+4.791641E-001,
-1.961506E-001,+4.583308E-001,
-1.961504E-001,+4.166641E-001,
-1.961502E-001,+4.166641E-001,
-1.961500E-001,+4.999975E-001,
-1.961498E-001,+4.791641E-001,
-1.961496E-001,+3.958308E-001,
-1.961494E-001,+4.374975E-001,
-1.961492E-001,+4.583308E-001,
-1.961490E-001,+4.583308E-001,
-1.961488E-001,+4.583308E-001,
-1.961486E-001,+4.791641E-001,
-1.961484E-001,+4.583308E-001,
-1.961482E-001,+4.583308E-001,
-1.961480E-001,+3.958308E-001,
-1.961478E-001,+4.791641E-001,
-1.961476E-001,+4.791641E-001,
-1.961474E-001,+4.166641E-001,
-1.961472E-001,+4.583308E-001,
-1.961470E-001,+4.583308E-001,
-1.961468E-001,+5.208308E-001,
-1.961466E-001,+4.583308E-001,
-1.961464E-001,+4.374975E-001,
-1.961462E-001,+4.583308E-001,
-1.961460E-001,+4.374975E-001,
-1.961458E-001,+4.374975E-001,
-1.961456E-001,+3.749975E-001,
-1.961454E-001,+4.166641E-001,
-1.961452E-001,+4.791641E-001,
-1.961450E-001,+4.374975E-001,
-1.961448E-001,+4.166641E-001,
-1.961446E-001,+4.166641E-001,
-1.961444E-001,+4.374975E-001,
-1.961442E-001,+4.166641E-001,
-1.961440E-001,+4.374975E-001,
-1.961438E-001,+4.374975E-001,
-1.961436E-001,+3.958308E-001,
-1.961434E-001,+4.166641E-001,
-1.961432E-001,+4.583308E-001,
-1.961430E-001,+4.166641E-001,
-1.961428E-001,+4.374975E-001,
-1.961426E-001,+4.583308E-001,
-1.961424E-001,+4.583308E-001,
-1.961422E-001,+4.166641E-001,
-1.961420E-001,+4.374975E-001,
-1.961418E-001,+4.791641E-001,
-1.961416E-001,+4.583308E-001,
-1.961414E-001,+4.999975E-001,
-1.961412E-001,+4.166641E-001,
-1.961410E-001,+4.583308E-001,
-1.961408E-001,+4.374975E-001,
-1.961406E-001,+3.958308E-001,
-1.961404E-001,+4.166641E-001,
-1.961402E-001,+4.999975E-001,
-1.961400E-001,+4.166641E-001,
-1.961398E-001,+4.583308E-001,
-1.961396E-001,+4.583308E-001,
-1.961394E-001,+4.166641E-001,
-1.961392E-001,+4.374975E-001,
-1.961390E-001,+4.166641E-001,
-1.961388E-001,+4.166641E-001,
-1.961386E-001,+4.583308E-001,
-1.961384E-001,+4.374975E-001,
-1.961382E-001,+4.583308E-001,
-1.961380E-001,+4.166641E-001,
-1.961378E-001,+4.583308E-001,
-1.961376E-001,+3.958308E-001,
-1.961374E-001,+4.374975E-001,
-1.961372E-001,+4.374975E-001,
-1.961370E-001,+4.166641E-001,
-1.961368E-001,+3.749975E-001,
-1.961366E-001,+4.583308E-001,
-1.961364E-001,+3.958308E-001,
-1.961362E-001,+3.958308E-001,
-1.961360E-001,+4.374975E-001,
-1.961358E-001,+4.374975E-001,
-1.961356E-001,+4.583308E-001,
-1.961354E-001,+4.374975E-001,
-1.961352E-001,+4.166641E-001,
-1.961350E-001,+4.791641E-001,
-1.961348E-001,+4.791641E-001,
-1.961346E-001,+4.583308E-001,
-1.961344E-001,+4.166641E-001,
-1.961342E-001,+4.374975E-001,
-1.961340E-001,+3.749975E-001,
-1.961338E-001,+3.958308E-001,
-1.961336E-001,+3.749975E-001,
-1.961334E-001,+4.374975E-001,
-1.961332E-001,+3.958308E-001,
-1.961330E-001,+4.166641E-001,
-1.961328E-001,+4.999975E-001,
-1.961326E-001,+4.583308E-001,
-1.961324E-001,+4.166641E-001,
-1.961322E-001,+4.374975E-001,
-1.961320E-001,+4.791641E-001,
-1.961318E-001,+4.374975E-001,
-1.961316E-001,+4.374975E-001,
-1.961314E-001,+4.791641E-001,
-1.961312E-001,+4.374975E-001,
-1.961310E-001,+4.374975E-001,
-1.961308E-001,+4.999975E-001,
-1.961306E-001,+3.749975E-001,
-1.961304E-001,+4.374975E-001,
-1.961302E-001,+4.374975E-001,
-1.961300E-001,+4.374975E-001,
-1.961298E-001,+4.166641E-001,
-1.961296E-001,+4.791641E-001,
-1.961294E-001,+4.374975E-001,
-1.961292E-001,+4.791641E-001,
-1.961290E-001,+4.374975E-001,
-1.961288E-001,+4.791641E-001,
-1.961286E-001,+4.583308E-001,
-1.961284E-001,+4.999975E-001,
-1.961282E-001,+4.791641E-001,
-1.961280E-001,+4.791641E-001,
-1.961278E-001,+4.374975E-001,
-1.961276E-001,+4.374975E-001,
-1.961274E-001,+4.166641E-001,
-1.961272E-001,+4.374975E-001,
-1.961270E-001,+4.583308E-001,
-1.961268E-001,+4.791641E-001,
-1.961266E-001,+4.374975E-001,
-1.961264E-001,+4.374975E-001,
-1.961262E-001,+4.374975E-001,
-1.961260E-001,+4.374975E-001,
-1.961258E-001,+4.374975E-001,
-1.961256E-001,+3.749975E-001,
-1.961254E-001,+4.374975E-001,
-1.961252E-001,+4.999975E-001,
-1.961250E-001,+4.166641E-001,
-1.961248E-001,+4.999975E-001,
-1.961246E-001,+4.791641E-001,
-1.961244E-001,+4.791641E-001,
-1.961242E-001,+4.583308E-001,
-1.961240E-001,+4.374975E-001,
-1.961238E-001,+4.583308E-001,
-1.961236E-001,+4.374975E-001,
-1.961234E-001,+4.374975E-001,
-1.961232E-001,+4.166641E-001,
-1.961230E-001,+3.958308E-001,
-1.961228E-001,+4.166641E-001,
-1.961226E-001,+4.999975E-001,
-1.961224E-001,+4.166641E-001,
-1.961222E-001,+4.374975E-001,
-1.961220E-001,+4.374975E-001,
-1.961218E-001,+4.166641E-001,
-1.961216E-001,+4.791641E-001,
-1.961214E-001,+4.374975E-001,
-1.961212E-001,+4.999975E-001,
-1.961210E-001,+4.583308E-001,
-1.961208E-001,+4.791641E-001,
-1.961206E-001,+4.791641E-001,
-1.961204E-001,+5.208308E-001,
-1.961202E-001,+4.374975E-001,
-1.961200E-001,+4.166641E-001,
-1.961198E-001,+4.166641E-001,
-1.961196E-001,+4.166641E-001,
-1.961194E-001,+4.374975E-001,
-1.961192E-001,+4.583308E-001,
-1.961190E-001,+3.749975E-001,
-1.961188E-001,+4.583308E-001,
-1.961186E-001,+4.166641E-001,
-1.961184E-001,+4.999975E-001,
-1.961182E-001,+4.374975E-001,
-1.961180E-001,+4.374975E-001,
-1.961178E-001,+4.583308E-001,
-1.961176E-001,+4.166641E-001,
-1.961174E-001,+4.583308E-001,
-1.961172E-001,+4.999975E-001,
-1.961170E-001,+4.583308E-001,
-1.961168E-001,+4.583308E-001,
-1.961166E-001,+4.791641E-001,
-1.961164E-001,+4.583308E-001,
-1.961162E-001,+4.166641E-001,
-1.961160E-001,+4.166641E-001,
-1.961158E-001,+4.583308E-001,
-1.961156E-001,+3.749975E-001,
-1.961154E-001,+4.374975E-001,
-1.961152E-001,+4.583308E-001,
-1.961150E-001,+4.166641E-001,
-1.961148E-001,+4.374975E-001,
-1.961146E-001,+4.374975E-001,
-1.961144E-001,+3.958308E-001,
-1.961142E-001,+4.791641E-001,
-1.961140E-001,+4.583308E-001,
-1.961138E-001,+4.583308E-001,
-1.961136E-001,+4.374975E-001,
-1.961134E-001,+4.166641E-001,
-1.961132E-001,+4.374975E-001,
-1.961130E-001,+4.374975E-001,
-1.961128E-001,+4.166641E-001,
-1.961126E-001,+3.958308E-001,
-1.961124E-001,+4.166641E-001,
-1.961122E-001,+4.791641E-001,
-1.961120E-001,+3.958308E-001,
-1.961118E-001,+4.374975E-001,
-1.961116E-001,+4.583308E-001,
-1.961114E-001,+4.583308E-001,
-1.961112E-001,+3.958308E-001,
-1.961110E-001,+4.374975E-001,
-1.961108E-001,+4.374975E-001,
-1.961106E-001,+4.374975E-001,
-1.961104E-001,+4.374975E-001,
-1.961102E-001,+4.166641E-001,
-1.961100E-001,+4.374975E-001,
-1.961098E-001,+4.791641E-001,
-1.961096E-001,+4.583308E-001,
-1.961094E-001,+4.374975E-001,
-1.961092E-001,+4.166641E-001,
-1.961090E-001,+4.374975E-001,
-1.961088E-001,+4.583308E-001,
-1.961086E-001,+3.958308E-001,
-1.961084E-001,+4.166641E-001,
-1.961082E-001,+4.374975E-001,
-1.961080E-001,+4.374975E-001,
-1.961078E-001,+4.791641E-001,
-1.961076E-001,+4.374975E-001,
-1.961074E-001,+4.374975E-001,
-1.961072E-001,+4.999975E-001,
-1.961070E-001,+4.583308E-001,
-1.961068E-001,+4.791641E-001,
-1.961066E-001,+4.999975E-001,
-1.961064E-001,+4.583308E-001,
-1.961062E-001,+4.166641E-001,
-1.961060E-001,+4.583308E-001,
-1.961058E-001,+4.374975E-001,
-1.961056E-001,+4.583308E-001,
-1.961054E-001,+4.791641E-001,
-1.961052E-001,+5.208308E-001,
-1.961050E-001,+4.374975E-001,
-1.961048E-001,+4.166641E-001,
-1.961046E-001,+4.166641E-001,
-1.961044E-001,+4.374975E-001,
-1.961042E-001,+4.583308E-001,
-1.961040E-001,+4.583308E-001,
-1.961038E-001,+4.166641E-001,
-1.961036E-001,+4.166641E-001,
-1.961034E-001,+4.583308E-001,
-1.961032E-001,+4.583308E-001,
-1.961030E-001,+4.166641E-001,
-1.961028E-001,+4.374975E-001,
-1.961026E-001,+4.374975E-001,
-1.961024E-001,+4.791641E-001,
-1.961022E-001,+4.374975E-001,
-1.961020E-001,+4.166641E-001,
-1.961018E-001,+4.374975E-001,
-1.961016E-001,+4.374975E-001,
-1.961014E-001,+4.791641E-001,
-1.961012E-001,+4.166641E-001,
-1.961010E-001,+4.374975E-001,
-1.961008E-001,+4.583308E-001,
-1.961006E-001,+4.583308E-001,
-1.961004E-001,+4.583308E-001,
-1.961002E-001,+4.791641E-001,
-1.961000E-001,+4.374975E-001,
-1.960998E-001,+4.583308E-001,
-1.960996E-001,+4.374975E-001,
-1.960994E-001,+4.583308E-001,
-1.960992E-001,+4.791641E-001,
-1.960990E-001,+4.374975E-001,
-1.960988E-001,+4.374975E-001,
-1.960986E-001,+4.583308E-001,
-1.960984E-001,+4.791641E-001,
-1.960982E-001,+4.166641E-001,
-1.960980E-001,+4.583308E-001,
-1.960978E-001,+4.166641E-001,
-1.960976E-001,+4.374975E-001,
-1.960974E-001,+3.958308E-001,
-1.960972E-001,+4.583308E-001,
-1.960970E-001,+4.166641E-001,
-1.960968E-001,+4.583308E-001,
-1.960966E-001,+3.958308E-001,
-1.960964E-001,+4.374975E-001,
-1.960962E-001,+4.583308E-001,
-1.960960E-001,+3.958308E-001,
-1.960958E-001,+4.166641E-001,
-1.960956E-001,+4.166641E-001,
-1.960954E-001,+4.374975E-001,
-1.960952E-001,+4.374975E-001,
-1.960950E-001,+4.791641E-001,
-1.960948E-001,+4.583308E-001,
-1.960946E-001,+4.374975E-001,
-1.960944E-001,+4.583308E-001,
-1.960942E-001,+3.958308E-001,
-1.960940E-001,+3.958308E-001,
-1.960938E-001,+3.749975E-001,
-1.960936E-001,+4.583308E-001,
-1.960934E-001,+3.958308E-001,
-1.960932E-001,+4.791641E-001,
-1.960930E-001,+4.166641E-001,
-1.960928E-001,+4.791641E-001,
-1.960926E-001,+4.791641E-001,
-1.960924E-001,+4.583308E-001,
-1.960922E-001,+4.374975E-001,
-1.960920E-001,+4.791641E-001,
-1.960918E-001,+4.791641E-001,
-1.960916E-001,+4.791641E-001,
-1.960914E-001,+4.374975E-001,
-1.960912E-001,+4.583308E-001,
-1.960910E-001,+4.166641E-001,
-1.960908E-001,+4.166641E-001,
-1.960906E-001,+4.166641E-001,
-1.960904E-001,+4.791641E-001,
-1.960902E-001,+4.166641E-001,
-1.960900E-001,+4.583308E-001,
-1.960898E-001,+4.583308E-001,
-1.960896E-001,+4.999975E-001,
-1.960894E-001,+4.583308E-001,
-1.960892E-001,+5.208308E-001,
-1.960890E-001,+3.958308E-001,
-1.960888E-001,+4.791641E-001,
-1.960886E-001,+4.166641E-001,
-1.960884E-001,+4.583308E-001,
-1.960882E-001,+4.374975E-001,
-1.960880E-001,+4.166641E-001,
-1.960878E-001,+3.958308E-001,
-1.960876E-001,+4.166641E-001,
-1.960874E-001,+4.166641E-001,
-1.960872E-001,+3.958308E-001,
-1.960870E-001,+4.166641E-001,
-1.960868E-001,+4.374975E-001,
-1.960866E-001,+4.166641E-001,
-1.960864E-001,+4.166641E-001,
-1.960862E-001,+4.791641E-001,
-1.960860E-001,+4.791641E-001,
-1.960858E-001,+4.999975E-001,
-1.960856E-001,+4.583308E-001,
-1.960854E-001,+4.791641E-001,
-1.960852E-001,+4.583308E-001,
-1.960850E-001,+4.583308E-001,
-1.960848E-001,+4.374975E-001,
-1.960846E-001,+4.583308E-001,
-1.960844E-001,+4.791641E-001,
-1.960842E-001,+4.374975E-001,
-1.960840E-001,+4.374975E-001,
-1.960838E-001,+4.999975E-001,
-1.960836E-001,+4.583308E-001,
-1.960834E-001,+4.374975E-001,
-1.960832E-001,+4.374975E-001,
-1.960830E-001,+4.166641E-001,
-1.960828E-001,+4.374975E-001,
-1.960826E-001,+3.958308E-001,
-1.960824E-001,+4.583308E-001,
-1.960822E-001,+3.749975E-001,
-1.960820E-001,+4.374975E-001,
-1.960818E-001,+4.374975E-001,
-1.960816E-001,+4.791641E-001,
-1.960814E-001,+4.583308E-001,
-1.960812E-001,+4.374975E-001,
-1.960810E-001,+4.583308E-001,
-1.960808E-001,+4.374975E-001,
-1.960806E-001,+4.791641E-001,
-1.960804E-001,+4.791641E-001,
-1.960802E-001,+4.166641E-001,
-1.960800E-001,+4.999975E-001,
-1.960798E-001,+4.166641E-001,
-1.960796E-001,+4.374975E-001,
-1.960794E-001,+4.374975E-001,
-1.960792E-001,+4.791641E-001,
-1.960790E-001,+4.583308E-001,
-1.960788E-001,+4.374975E-001,
-1.960786E-001,+4.791641E-001,
-1.960784E-001,+3.958308E-001,
-1.960782E-001,+4.374975E-001,
-1.960780E-001,+3.749975E-001,
-1.960778E-001,+5.208308E-001,
-1.960776E-001,+3.958308E-001,
-1.960774E-001,+4.791641E-001,
-1.960772E-001,+4.374975E-001,
-1.960770E-001,+4.583308E-001,
-1.960768E-001,+4.166641E-001,
-1.960766E-001,+4.583308E-001,
-1.960764E-001,+4.583308E-001,
-1.960762E-001,+4.791641E-001,
-1.960760E-001,+4.583308E-001,
-1.960758E-001,+4.374975E-001,
-1.960756E-001,+4.791641E-001,
-1.960754E-001,+4.166641E-001,
-1.960752E-001,+4.374975E-001,
-1.960750E-001,+4.166641E-001,
-1.960748E-001,+4.374975E-001,
-1.960746E-001,+4.374975E-001,
-1.960744E-001,+4.374975E-001,
-1.960742E-001,+4.583308E-001,
-1.960740E-001,+4.583308E-001,
-1.960738E-001,+4.374975E-001,
-1.960736E-001,+4.374975E-001,
-1.960734E-001,+4.374975E-001,
-1.960732E-001,+4.374975E-001,
-1.960730E-001,+4.374975E-001,
-1.960728E-001,+4.374975E-001,
-1.960726E-001,+4.166641E-001,
-1.960724E-001,+3.958308E-001,
-1.960722E-001,+4.583308E-001,
-1.960720E-001,+4.583308E-001,
-1.960718E-001,+4.791641E-001,
-1.960716E-001,+4.166641E-001,
-1.960714E-001,+4.583308E-001,
-1.960712E-001,+4.374975E-001,
-1.960710E-001,+4.374975E-001,
-1.960708E-001,+4.999975E-001,
-1.960706E-001,+4.583308E-001,
-1.960704E-001,+4.583308E-001,
-1.960702E-001,+3.958308E-001,
-1.960700E-001,+4.791641E-001,
-1.960698E-001,+5.208308E-001,
-1.960696E-001,+4.583308E-001,
-1.960694E-001,+4.583308E-001,
-1.960692E-001,+4.374975E-001,
-1.960690E-001,+4.583308E-001,
-1.960688E-001,+4.791641E-001,
-1.960686E-001,+4.791641E-001,
-1.960684E-001,+4.166641E-001,
-1.960682E-001,+4.374975E-001,
-1.960680E-001,+4.374975E-001,
-1.960678E-001,+4.583308E-001,
-1.960676E-001,+4.791641E-001,
-1.960674E-001,+4.791641E-001,
-1.960672E-001,+4.374975E-001,
-1.960670E-001,+4.374975E-001,
-1.960668E-001,+4.583308E-001,
-1.960666E-001,+4.791641E-001,
-1.960664E-001,+4.374975E-001,
-1.960662E-001,+3.958308E-001,
-1.960660E-001,+4.374975E-001,
-1.960658E-001,+4.166641E-001,
-1.960656E-001,+4.791641E-001,
-1.960654E-001,+4.583308E-001,
-1.960652E-001,+4.583308E-001,
-1.960650E-001,+4.583308E-001,
-1.960648E-001,+4.583308E-001,
-1.960646E-001,+3.749975E-001,
-1.960644E-001,+4.583308E-001,
-1.960642E-001,+4.166641E-001,
-1.960640E-001,+4.583308E-001,
-1.960638E-001,+4.374975E-001,
-1.960636E-001,+4.374975E-001,
-1.960634E-001,+4.999975E-001,
-1.960632E-001,+4.583308E-001,
-1.960630E-001,+4.166641E-001,
-1.960628E-001,+4.583308E-001,
-1.960626E-001,+4.374975E-001,
-1.960624E-001,+4.999975E-001,
-1.960622E-001,+4.166641E-001,
-1.960620E-001,+4.166641E-001,
-1.960618E-001,+4.791641E-001,
