Record Length,Analog:10000000
Sample Rate,5000000.0
Vertical Scale,CH1:+1.000000E+001
Vertical Offset,CH1:-4.066666E+001
Horizontal Scale,+2.000000E-001
Second,Volt,
-1.610346E-001,+4.583308E-001,
-1.610344E-001,+4.166641E-001,
-1.610342E-001,+4.791641E-001,
-1.610340E-001,+4.583308E-001,
-1.610338E-001,+4.583308E-001,
-1.610336E-001,+4.583308E-001,
-1.610334E-001,+4.166641E-001,
-1.610332E-001,+4.374975E-001,
-1.610330E-001,+3.958308E-001,
-1.610328E-001,+4.166641E-001,
-1.610326E-001,+4.791641E-001,
-1.610324E-001,+4.791641E-001,
-1.610322E-001,+3.749975E-001,
-1.610320E-001,+3.958308E-001,
-1.610318E-001,+3.958308E-001,
-1.610316E-001,+3.958308E-001,
-1.610314E-001,+4.166641E-001,
-1.610312E-001,+4.583308E-001,
-1.610310E-001,+5.208308E-001,
-1.610308E-001,+4.374975E-001,
-1.610306E-001,+4.374975E-001,
-1.610304E-001,+3.958308E-001,
-1.610302E-001,+4.374975E-001,
-1.610300E-001,+4.999975E-001,
-1.610298E-001,+4.166641E-001,
-1.610296E-001,+3.958308E-001,
-1.610294E-001,+4.791641E-001,
-1.610292E-001,+4.999975E-001,
-1.610290E-001,+4.374975E-001,
-1.610288E-001,+4.166641E-001,
-1.610286E-001,+4.583308E-001,
-1.610284E-001,+4.583308E-001,
-1.610282E-001,+4.583308E-001,
-1.610280E-001,+4.374975E-001,
-1.610278E-001,+3.958308E-001,
-1.610276E-001,+4.791641E-001,
-1.610274E-001,+4.166641E-001,
-1.610272E-001,+4.374975E-001,
-1.610270E-001,+4.374975E-001,
-1.610268E-001,+4.166641E-001,
-1.610266E-001,+4.374975E-001,
-1.610264E-001,+4.791641E-001,
-1.610262E-001,+4.583308E-001,
-1.610260E-001,+4.791641E-001,
-1.610258E-001,+4.374975E-001,
-1.610256E-001,+4.166641E-001,
-1.610254E-001,+4.374975E-001,
-1.610252E-001,+5.208308E-001,
-1.610250E-001,+4.999975E-001,
-1.610248E-001,+4.999975E-001,
-1.610246E-001,+4.791641E-001,
-1.610244E-001,+3.958308E-001,
-1.610242E-001,+4.791641E-001,
-1.610240E-001,+4.374975E-001,
-1.610238E-001,+4.166641E-001,
-1.610236E-001,+4.583308E-001,
-1.610234E-001,+3.749975E-001,
-1.610232E-001,+4.374975E-001,
-1.610230E-001,+4.374975E-001,
-1.610228E-001,+4.583308E-001,
-1.610226E-001,+4.374975E-001,
-1.610224E-001,+4.374975E-001,
-1.610222E-001,+3.749975E-001,
-1.610220E-001,+4.791641E-001,
-1.610218E-001,+4.583308E-001,
-1.610216E-001,+4.583308E-001,
-1.610214E-001,+4.166641E-001,
-1.610212E-001,+4.999975E-001,
-1.610210E-001,+4.583308E-001,
-1.610208E-001,+4.374975E-001,
-1.610206E-001,+3.749975E-001,
-1.610204E-001,+4.791641E-001,
-1.610202E-001,+4.583308E-001,
-1.610200E-001,+4.374975E-001,
-1.610198E-001,+3.958308E-001,
-1.610196E-001,+4.166641E-001,
-1.610194E-001,+4.374975E-001,
-1.610192E-001,+4.583308E-001,
-1.610190E-001,+4.166641E-001,
-1.610188E-001,+4.166641E-001,
-1.610186E-001,+4.583308E-001,
-1.610184E-001,+4.583308E-001,
-1.610182E-001,+4.999975E-001,
-1.610180E-001,+4.999975E-001,
-1.610178E-001,+4.583308E-001,
-1.610176E-001,+4.583308E-001,
-1.610174E-001,+4.166641E-001,
-1.610172E-001,+3.958308E-001,
-1.610170E-001,+3.958308E-001,
-1.610168E-001,+4.166641E-001,
-1.610166E-001,+4.583308E-001,
-1.610164E-001,+4.166641E-001,
-1.610162E-001,+4.999975E-001,
-1.610160E-001,+4.166641E-001,
-1.610158E-001,+4.374975E-001,
-1.610156E-001,+4.791641E-001,
-1.610154E-001,+4.374975E-001,
-1.610152E-001,+4.583308E-001,
-1.610150E-001,+4.583308E-001,
-1.610148E-001,+5.208308E-001,
-1.610146E-001,+4.791641E-001,
-1.610144E-001,+4.999975E-001,
-1.610142E-001,+4.791641E-001,
-1.610140E-001,+4.374975E-001,
-1.610138E-001,+4.166641E-001,
-1.610136E-001,+4.374975E-001,
-1.610134E-001,+4.166641E-001,
-1.610132E-001,+4.583308E-001,
-1.610130E-001,+4.791641E-001,
-1.610128E-001,+4.583308E-001,
-1.610126E-001,+4.583308E-001,
-1.610124E-001,+4.791641E-001,
-1.610122E-001,+4.583308E-001,
-1.610120E-001,+3.958308E-001,
-1.610118E-001,+4.583308E-001,
-1.610116E-001,+4.583308E-001,
-1.610114E-001,+4.374975E-001,
-1.610112E-001,+4.791641E-001,
-1.610110E-001,+4.374975E-001,
-1.610108E-001,+4.791641E-001,
-1.610106E-001,+4.999975E-001,
-1.610104E-001,+4.791641E-001,
-1.610102E-001,+4.166641E-001,
-1.610100E-001,+4.166641E-001,
-1.610098E-001,+4.583308E-001,
-1.610096E-001,+4.374975E-001,
-1.610094E-001,+4.374975E-001,
-1.610092E-001,+4.374975E-001,
-1.610090E-001,+4.166641E-001,
-1.610088E-001,+4.583308E-001,
-1.610086E-001,+4.999975E-001,
-1.610084E-001,+4.791641E-001,
-1.610082E-001,+4.791641E-001,
-1.610080E-001,+4.374975E-001,
-1.610078E-001,+4.166641E-001,
-1.610076E-001,+4.166641E-001,
-1.610074E-001,+4.166641E-001,
-1.610072E-001,+4.999975E-001,
-1.610070E-001,+4.583308E-001,
-1.610068E-001,+4.166641E-001,
-1.610066E-001,+4.583308E-001,
-1.610064E-001,+4.374975E-001,
-1.610062E-001,+4.583308E-001,
-1.610060E-001,+4.791641E-001,
-1.610058E-001,+4.166641E-001,
-1.610056E-001,+4.583308E-001,
-1.610054E-001,+4.374975E-001,
-1.610052E-001,+4.999975E-001,
-1.610050E-001,+4.583308E-001,
-1.610048E-001,+3.958308E-001,
-1.610046E-001,+4.583308E-001,
-1.610044E-001,+4.583308E-001,
-1.610042E-001,+3.958308E-001,
-1.610040E-001,+4.374975E-001,
-1.610038E-001,+4.374975E-001,
-1.610036E-001,+4.166641E-001,
-1.610034E-001,+3.958308E-001,
-1.610032E-001,+4.583308E-001,
-1.610030E-001,+4.583308E-001,
-1.610028E-001,+4.374975E-001,
-1.610026E-001,+4.583308E-001,
-1.610024E-001,+4.374975E-001,
-1.610022E-001,+4.583308E-001,
-1.610020E-001,+4.374975E-001,
-1.610018E-001,+4.999975E-001,
-1.610016E-001,+4.166641E-001,
-1.610014E-001,+4.166641E-001,
-1.610012E-001,+4.166641E-001,
-1.610010E-001,+4.374975E-001,
-1.610008E-001,+4.583308E-001,
-1.610006E-001,+4.166641E-001,
-1.610004E-001,+4.999975E-001,
-1.610002E-001,+4.583308E-001,
-1.610000E-001,+4.374975E-001,
-1.609998E-001,+4.374975E-001,
-1.609996E-001,+4.791641E-001,
-1.609994E-001,+4.374975E-001,
-1.609992E-001,+4.791641E-001,
-1.609990E-001,+4.374975E-001,
-1.609988E-001,+4.791641E-001,
-1.609986E-001,+4.583308E-001,
-1.609984E-001,+4.583308E-001,
-1.609982E-001,+4.999975E-001,
-1.609980E-001,+4.374975E-001,
-1.609978E-001,+4.374975E-001,
-1.609976E-001,+4.999975E-001,
-1.609974E-001,+4.583308E-001,
-1.609972E-001,+4.374975E-001,
-1.609970E-001,+4.791641E-001,
-1.609968E-001,+4.583308E-001,
-1.609966E-001,+3.958308E-001,
-1.609964E-001,+4.583308E-001,
-1.609962E-001,+4.999975E-001,
-1.609960E-001,+4.583308E-001,
-1.609958E-001,+4.583308E-001,
-1.609956E-001,+3.958308E-001,
-1.609954E-001,+4.166641E-001,
-1.609952E-001,+4.791641E-001,
-1.609950E-001,+4.583308E-001,
-1.609948E-001,+4.166641E-001,
-1.609946E-001,+4.166641E-001,
-1.609944E-001,+4.583308E-001,
-1.609942E-001,+4.791641E-001,
-1.609940E-001,+4.374975E-001,
-1.609938E-001,+3.958308E-001,
-1.609936E-001,+4.791641E-001,
-1.609934E-001,+4.374975E-001,
-1.609932E-001,+4.999975E-001,
-1.609930E-001,+4.583308E-001,
-1.609928E-001,+3.958308E-001,
-1.609926E-001,+3.958308E-001,
-1.609924E-001,+4.583308E-001,
-1.609922E-001,+4.166641E-001,
-1.609920E-001,+4.791641E-001,
-1.609918E-001,+4.374975E-001,
-1.609916E-001,+4.374975E-001,
-1.609914E-001,+4.583308E-001,
-1.609912E-001,+4.166641E-001,
-1.609910E-001,+4.791641E-001,
-1.609908E-001,+4.583308E-001,
-1.609906E-001,+4.583308E-001,
-1.609904E-001,+4.374975E-001,
-1.609902E-001,+4.583308E-001,
-1.609900E-001,+3.958308E-001,
-1.609898E-001,+4.374975E-001,
-1.609896E-001,+4.999975E-001,
-1.609894E-001,+4.791641E-001,
-1.609892E-001,+4.583308E-001,
-1.609890E-001,+4.791641E-001,
-1.609888E-001,+4.374975E-001,
-1.609886E-001,+4.583308E-001,
-1.609884E-001,+4.999975E-001,
-1.609882E-001,+4.374975E-001,
-1.609880E-001,+4.166641E-001,
-1.609878E-001,+4.583308E-001,
-1.609876E-001,+4.166641E-001,
-1.609874E-001,+4.166641E-001,
-1.609872E-001,+4.791641E-001,
-1.609870E-001,+4.999975E-001,
-1.609868E-001,+4.999975E-001,
-1.609866E-001,+4.583308E-001,
-1.609864E-001,+4.791641E-001,
-1.609862E-001,+4.374975E-001,
-1.609860E-001,+4.583308E-001,
-1.609858E-001,+4.999975E-001,
-1.609856E-001,+4.791641E-001,
-1.609854E-001,+4.166641E-001,
-1.609852E-001,+4.791641E-001,
-1.609850E-001,+4.374975E-001,
-1.609848E-001,+4.791641E-001,
-1.609846E-001,+4.791641E-001,
-1.609844E-001,+4.374975E-001,
-1.609842E-001,+4.583308E-001,
-1.609840E-001,+4.374975E-001,
-1.609838E-001,+4.166641E-001,
-1.609836E-001,+4.374975E-001,
-1.609834E-001,+3.749975E-001,
-1.609832E-001,+4.166641E-001,
-1.609830E-001,+4.374975E-001,
-1.609828E-001,+4.166641E-001,
-1.609826E-001,+4.583308E-001,
-1.609824E-001,+4.791641E-001,
-1.609822E-001,+4.583308E-001,
-1.609820E-001,+3.958308E-001,
-1.609818E-001,+4.583308E-001,
-1.609816E-001,+4.791641E-001,
-1.609814E-001,+4.791641E-001,
-1.609812E-001,+4.583308E-001,
-1.609810E-001,+4.791641E-001,
-1.609808E-001,+4.791641E-001,
-1.609806E-001,+4.374975E-001,
-1.609804E-001,+4.374975E-001,
-1.609802E-001,+4.583308E-001,
-1.609800E-001,+4.791641E-001,
-1.609798E-001,+4.791641E-001,
-1.609796E-001,+4.166641E-001,
-1.609794E-001,+4.374975E-001,
-1.609792E-001,+4.999975E-001,
-1.609790E-001,+4.583308E-001,
-1.609788E-001,+3.749975E-001,
-1.609786E-001,+5.208308E-001,
-1.609784E-001,+4.374975E-001,
-1.609782E-001,+4.583308E-001,
-1.609780E-001,+4.999975E-001,
-1.609778E-001,+4.374975E-001,
-1.609776E-001,+4.791641E-001,
-1.609774E-001,+4.791641E-001,
-1.609772E-001,+4.791641E-001,
-1.609770E-001,+4.791641E-001,
-1.609768E-001,+4.791641E-001,
-1.609766E-001,+3.958308E-001,
-1.609764E-001,+4.791641E-001,
-1.609762E-001,+4.791641E-001,
-1.609760E-001,+4.791641E-001,
-1.609758E-001,+4.791641E-001,
-1.609756E-001,+4.583308E-001,
-1.609754E-001,+4.583308E-001,
-1.609752E-001,+4.583308E-001,
-1.609750E-001,+4.374975E-001,
-1.609748E-001,+4.374975E-001,
-1.609746E-001,+4.374975E-001,
-1.609744E-001,+4.791641E-001,
-1.609742E-001,+4.583308E-001,
-1.609740E-001,+4.374975E-001,
-1.609738E-001,+3.958308E-001,
-1.609736E-001,+3.958308E-001,
-1.609734E-001,+4.583308E-001,
-1.609732E-001,+4.374975E-001,
-1.609730E-001,+4.583308E-001,
-1.609728E-001,+3.958308E-001,
-1.609726E-001,+4.791641E-001,
-1.609724E-001,+4.583308E-001,
-1.609722E-001,+4.374975E-001,
-1.609720E-001,+4.583308E-001,
-1.609718E-001,+4.583308E-001,
-1.609716E-001,+4.791641E-001,
-1.609714E-001,+4.166641E-001,
-1.609712E-001,+4.583308E-001,
-1.609710E-001,+4.374975E-001,
-1.609708E-001,+4.583308E-001,
-1.609706E-001,+5.624974E-001,
-1.609704E-001,+5.208308E-001,
-1.609702E-001,+4.374975E-001,
-1.609700E-001,+4.791641E-001,
-1.609698E-001,+3.958308E-001,
-1.609696E-001,+4.374975E-001,
-1.609694E-001,+4.374975E-001,
-1.609692E-001,+4.791641E-001,
-1.609690E-001,+4.791641E-001,
-1.609688E-001,+4.791641E-001,
-1.609686E-001,+4.583308E-001,
-1.609684E-001,+4.791641E-001,
-1.609682E-001,+4.583308E-001,
-1.609680E-001,+4.999975E-001,
-1.609678E-001,+4.374975E-001,
-1.609676E-001,+4.583308E-001,
-1.609674E-001,+4.166641E-001,
-1.609672E-001,+4.583308E-001,
-1.609670E-001,+4.374975E-001,
-1.609668E-001,+4.374975E-001,
-1.609666E-001,+4.166641E-001,
-1.609664E-001,+4.583308E-001,
-1.609662E-001,+4.791641E-001,
-1.609660E-001,+4.999975E-001,
-1.609658E-001,+4.374975E-001,
-1.609656E-001,+4.374975E-001,
-1.609654E-001,+4.166641E-001,
-1.609652E-001,+4.791641E-001,
-1.609650E-001,+4.583308E-001,
-1.609648E-001,+4.583308E-001,
-1.609646E-001,+3.958308E-001,
-1.609644E-001,+4.374975E-001,
-1.609642E-001,+4.374975E-001,
-1.609640E-001,+4.166641E-001,
-1.609638E-001,+4.166641E-001,
-1.609636E-001,+4.583308E-001,
-1.609634E-001,+4.374975E-001,
-1.609632E-001,+4.583308E-001,
-1.609630E-001,+4.374975E-001,
-1.609628E-001,+4.374975E-001,
-1.609626E-001,+4.374975E-001,
-1.609624E-001,+4.166641E-001,
-1.609622E-001,+4.374975E-001,
-1.609620E-001,+4.166641E-001,
-1.609618E-001,+4.999975E-001,
-1.609616E-001,+4.791641E-001,
-1.609614E-001,+4.583308E-001,
-1.609612E-001,+4.166641E-001,
-1.609610E-001,+4.374975E-001,
-1.609608E-001,+3.958308E-001,
-1.609606E-001,+4.166641E-001,
-1.609604E-001,+4.374975E-001,
-1.609602E-001,+4.374975E-001,
-1.609600E-001,+4.583308E-001,
-1.609598E-001,+3.749975E-001,
-1.609596E-001,+4.374975E-001,
-1.609594E-001,+4.791641E-001,
-1.609592E-001,+4.583308E-001,
-1.609590E-001,+4.583308E-001,
-1.609588E-001,+4.791641E-001,
-1.609586E-001,+4.374975E-001,
-1.609584E-001,+4.166641E-001,
-1.609582E-001,+4.791641E-001,
-1.609580E-001,+4.791641E-001,
-1.609578E-001,+4.374975E-001,
-1.609576E-001,+4.166641E-001,
-1.609574E-001,+4.583308E-001,
-1.609572E-001,+4.166641E-001,
-1.609570E-001,+4.999975E-001,
-1.609568E-001,+4.374975E-001,
-1.609566E-001,+4.166641E-001,
-1.609564E-001,+4.583308E-001,
-1.609562E-001,+4.791641E-001,
-1.609560E-001,+4.374975E-001,
-1.609558E-001,+4.583308E-001,
-1.609556E-001,+4.791641E-001,
-1.609554E-001,+4.166641E-001,
-1.609552E-001,+4.166641E-001,
-1.609550E-001,+4.374975E-001,
-1.609548E-001,+4.374975E-001,
-1.609546E-001,+4.791641E-001,
-1.609544E-001,+4.374975E-001,
-1.609542E-001,+4.583308E-001,
-1.609540E-001,+4.374975E-001,
-1.609538E-001,+4.166641E-001,
-1.609536E-001,+3.958308E-001,
-1.609534E-001,+4.791641E-001,
-1.609532E-001,+4.374975E-001,
-1.609530E-001,+4.791641E-001,
-1.609528E-001,+4.583308E-001,
-1.609526E-001,+4.999975E-001,
-1.609524E-001,+5.416641E-001,
-1.609522E-001,+4.999975E-001,
-1.609520E-001,+4.583308E-001,
-1.609518E-001,+3.749975E-001,
-1.609516E-001,+3.749975E-001,
-1.609514E-001,+4.166641E-001,
-1.609512E-001,+5.208308E-001,
-1.609510E-001,+4.166641E-001,
-1.609508E-001,+4.374975E-001,
-1.609506E-001,+4.374975E-001,
-1.609504E-001,+3.958308E-001,
-1.609502E-001,+3.958308E-001,
-1.609500E-001,+3.958308E-001,
-1.609498E-001,+4.166641E-001,
-1.609496E-001,+4.791641E-001,
-1.609494E-001,+4.374975E-001,
-1.609492E-001,+4.374975E-001,
-1.609490E-001,+4.583308E-001,
-1.609488E-001,+4.374975E-001,
-1.609486E-001,+4.166641E-001,
-1.609484E-001,+4.791641E-001,
-1.609482E-001,+4.166641E-001,
-1.609480E-001,+4.166641E-001,
-1.609478E-001,+4.374975E-001,
-1.609476E-001,+4.374975E-001,
-1.609474E-001,+4.583308E-001,
-1.609472E-001,+4.374975E-001,
-1.609470E-001,+4.583308E-001,
-1.609468E-001,+4.583308E-001,
-1.609466E-001,+4.583308E-001,
-1.609464E-001,+4.791641E-001,
-1.609462E-001,+3.958308E-001,
-1.609460E-001,+4.583308E-001,
-1.609458E-001,+4.583308E-001,
-1.609456E-001,+4.374975E-001,
-1.609454E-001,+4.166641E-001,
-1.609452E-001,+4.374975E-001,
-1.609450E-001,+3.958308E-001,
-1.609448E-001,+4.166641E-001,
-1.609446E-001,+4.166641E-001,
-1.609444E-001,+4.166641E-001,
-1.609442E-001,+4.791641E-001,
-1.609440E-001,+4.374975E-001,
-1.609438E-001,+4.374975E-001,
-1.609436E-001,+5.208308E-001,
-1.609434E-001,+4.374975E-001,
-1.609432E-001,+4.583308E-001,
-1.609430E-001,+4.166641E-001,
-1.609428E-001,+4.374975E-001,
-1.609426E-001,+4.583308E-001,
-1.609424E-001,+4.166641E-001,
-1.609422E-001,+4.166641E-001,
-1.609420E-001,+4.583308E-001,
-1.609418E-001,+4.583308E-001,
-1.609416E-001,+4.166641E-001,
-1.609414E-001,+4.166641E-001,
-1.609412E-001,+4.583308E-001,
-1.609410E-001,+3.958308E-001,
-1.609408E-001,+4.583308E-001,
-1.609406E-001,+4.374975E-001,
-1.609404E-001,+4.374975E-001,
-1.609402E-001,+4.583308E-001,
-1.609400E-001,+4.791641E-001,
-1.609398E-001,+4.166641E-001,
-1.609396E-001,+3.958308E-001,
-1.609394E-001,+4.791641E-001,
-1.609392E-001,+4.374975E-001,
-1.609390E-001,+4.999975E-001,
-1.609388E-001,+4.583308E-001,
-1.609386E-001,+4.583308E-001,
-1.609384E-001,+4.791641E-001,
-1.609382E-001,+4.166641E-001,
-1.609380E-001,+4.374975E-001,
-1.609378E-001,+4.166641E-001,
-1.609376E-001,+4.374975E-001,
-1.609374E-001,+5.208308E-001,
-1.609372E-001,+4.374975E-001,
-1.609370E-001,+4.791641E-001,
-1.609368E-001,+4.374975E-001,
-1.609366E-001,+3.749975E-001,
-1.609364E-001,+4.791641E-001,
-1.609362E-001,+4.374975E-001,
-1.609360E-001,+4.791641E-001,
-1.609358E-001,+4.999975E-001,
-1.609356E-001,+4.166641E-001,
-1.609354E-001,+4.374975E-001,
-1.609352E-001,+4.999975E-001,
-1.609350E-001,+4.166641E-001,
-1.609348E-001,+4.583308E-001,
-1.609346E-001,+4.166641E-001,
-1.609344E-001,+4.583308E-001,
-1.609342E-001,+4.374975E-001,
-1.609340E-001,+4.166641E-001,
-1.609338E-001,+4.583308E-001,
-1.609336E-001,+4.166641E-001,
-1.609334E-001,+4.583308E-001,
-1.609332E-001,+4.583308E-001,
-1.609330E-001,+4.583308E-001,
-1.609328E-001,+4.583308E-001,
-1.609326E-001,+4.583308E-001,
-1.609324E-001,+4.791641E-001,
-1.609322E-001,+3.541641E-001,
-1.609320E-001,+4.583308E-001,
-1.609318E-001,+4.791641E-001,
-1.609316E-001,+4.583308E-001,
-1.609314E-001,+4.791641E-001,
-1.609312E-001,+4.791641E-001,
-1.609310E-001,+4.374975E-001,
-1.609308E-001,+4.374975E-001,
-1.609306E-001,+4.791641E-001,
-1.609304E-001,+4.791641E-001,
-1.609302E-001,+4.791641E-001,
-1.609300E-001,+4.583308E-001,
-1.609298E-001,+4.374975E-001,
-1.609296E-001,+4.166641E-001,
-1.609294E-001,+4.583308E-001,
-1.609292E-001,+4.166641E-001,
-1.609290E-001,+4.583308E-001,
-1.609288E-001,+4.791641E-001,
-1.609286E-001,+4.583308E-001,
-1.609284E-001,+4.583308E-001,
-1.609282E-001,+4.583308E-001,
-1.609280E-001,+4.166641E-001,
-1.609278E-001,+4.166641E-001,
-1.609276E-001,+3.958308E-001,
-1.609274E-001,+4.374975E-001,
-1.609272E-001,+4.583308E-001,
-1.609270E-001,+4.374975E-001,
-1.609268E-001,+4.374975E-001,
-1.609266E-001,+3.958308E-001,
-1.609264E-001,+4.583308E-001,
-1.609262E-001,+3.958308E-001,
-1.609260E-001,+4.791641E-001,
-1.609258E-001,+3.958308E-001,
-1.609256E-001,+4.583308E-001,
-1.609254E-001,+4.374975E-001,
-1.609252E-001,+4.791641E-001,
-1.609250E-001,+4.374975E-001,
-1.609248E-001,+3.958308E-001,
-1.609246E-001,+4.166641E-001,
-1.609244E-001,+4.374975E-001,
-1.609242E-001,+4.374975E-001,
-1.609240E-001,+5.208308E-001,
-1.609238E-001,+4.791641E-001,
-1.609236E-001,+4.583308E-001,
-1.609234E-001,+4.374975E-001,
-1.609232E-001,+4.583308E-001,
-1.609230E-001,+4.166641E-001,
-1.609228E-001,+4.791641E-001,
-1.609226E-001,+4.583308E-001,
-1.609224E-001,+4.166641E-001,
-1.609222E-001,+4.374975E-001,
-1.609220E-001,+4.583308E-001,
-1.609218E-001,+4.583308E-001,
-1.609216E-001,+4.999975E-001,
-1.609214E-001,+3.958308E-001,
-1.609212E-001,+4.374975E-001,
-1.609210E-001,+4.374975E-001,
-1.609208E-001,+4.583308E-001,
-1.609206E-001,+4.374975E-001,
-1.609204E-001,+4.583308E-001,
-1.609202E-001,+4.374975E-001,
-1.609200E-001,+4.999975E-001,
-1.609198E-001,+4.374975E-001,
-1.609196E-001,+4.166641E-001,
-1.609194E-001,+4.166641E-001,
-1.609192E-001,+4.166641E-001,
-1.609190E-001,+4.583308E-001,
-1.609188E-001,+4.583308E-001,
-1.609186E-001,+4.583308E-001,
-1.609184E-001,+4.583308E-001,
-1.609182E-001,+4.583308E-001,
-1.609180E-001,+4.166641E-001,
-1.609178E-001,+4.791641E-001,
-1.609176E-001,+4.166641E-001,
-1.609174E-001,+4.166641E-001,
-1.609172E-001,+4.583308E-001,
-1.609170E-001,+4.166641E-001,
-1.609168E-001,+4.791641E-001,
-1.609166E-001,+4.374975E-001,
-1.609164E-001,+4.583308E-001,
-1.609162E-001,+4.374975E-001,
-1.609160E-001,+4.374975E-001,
-1.609158E-001,+4.374975E-001,
-1.609156E-001,+4.999975E-001,
-1.609154E-001,+4.583308E-001,
-1.609152E-001,+4.374975E-001,
-1.609150E-001,+4.583308E-001,
-1.609148E-001,+4.374975E-001,
-1.609146E-001,+4.583308E-001,
-1.609144E-001,+4.166641E-001,
-1.609142E-001,+4.583308E-001,
-1.609140E-001,+4.374975E-001,
-1.609138E-001,+3.958308E-001,
-1.609136E-001,+4.374975E-001,
-1.609134E-001,+4.374975E-001,
-1.609132E-001,+4.374975E-001,
-1.609130E-001,+4.166641E-001,
-1.609128E-001,+4.374975E-001,
-1.609126E-001,+4.791641E-001,
-1.609124E-001,+4.374975E-001,
-1.609122E-001,+4.999975E-001,
-1.609120E-001,+4.791641E-001,
-1.609118E-001,+4.374975E-001,
-1.609116E-001,+4.166641E-001,
-1.609114E-001,+4.791641E-001,
-1.609112E-001,+4.791641E-001,
-1.609110E-001,+4.374975E-001,
-1.609108E-001,+4.583308E-001,
-1.609106E-001,+4.374975E-001,
-1.609104E-001,+4.583308E-001,
-1.609102E-001,+4.374975E-001,
-1.609100E-001,+4.583308E-001,
-1.609098E-001,+4.791641E-001,
-1.609096E-001,+4.583308E-001,
-1.609094E-001,+4.583308E-001,
-1.609092E-001,+4.374975E-001,
-1.609090E-001,+4.374975E-001,
-1.609088E-001,+4.374975E-001,
-1.609086E-001,+4.583308E-001,
-1.609084E-001,+4.999975E-001,
-1.609082E-001,+4.583308E-001,
-1.609080E-001,+4.374975E-001,
-1.609078E-001,+4.583308E-001,
-1.609076E-001,+4.791641E-001,
-1.609074E-001,+4.583308E-001,
-1.609072E-001,+4.374975E-001,
-1.609070E-001,+4.791641E-001,
-1.609068E-001,+4.583308E-001,
-1.609066E-001,+4.166641E-001,
-1.609064E-001,+4.374975E-001,
-1.609062E-001,+4.374975E-001,
-1.609060E-001,+4.583308E-001,
-1.609058E-001,+3.958308E-001,
-1.609056E-001,+4.374975E-001,
-1.609054E-001,+4.791641E-001,
-1.609052E-001,+4.166641E-001,
-1.609050E-001,+4.374975E-001,
-1.609048E-001,+4.374975E-001,
-1.609046E-001,+4.166641E-001,
-1.609044E-001,+4.583308E-001,
-1.609042E-001,+4.999975E-001,
-1.609040E-001,+4.583308E-001,
-1.609038E-001,+3.958308E-001,
-1.609036E-001,+4.374975E-001,
-1.609034E-001,+4.374975E-001,
-1.609032E-001,+4.166641E-001,
-1.609030E-001,+4.583308E-001,
-1.609028E-001,+4.999975E-001,
-1.609026E-001,+4.583308E-001,
-1.609024E-001,+3.958308E-001,
-1.609022E-001,+4.583308E-001,
-1.609020E-001,+4.791641E-001,
-1.609018E-001,+3.958308E-001,
-1.609016E-001,+4.166641E-001,
-1.609014E-001,+4.791641E-001,
-1.609012E-001,+4.374975E-001,
-1.609010E-001,+3.541641E-001,
-1.609008E-001,+4.374975E-001,
-1.609006E-001,+4.374975E-001,
-1.609004E-001,+4.583308E-001,
-1.609002E-001,+4.166641E-001,
-1.609000E-001,+3.958308E-001,
-1.608998E-001,+4.583308E-001,
-1.608996E-001,+4.374975E-001,
-1.608994E-001,+4.166641E-001,
-1.608992E-001,+4.374975E-001,
-1.608990E-001,+4.583308E-001,
-1.608988E-001,+4.166641E-001,
-1.608986E-001,+3.958308E-001,
-1.608984E-001,+4.166641E-001,
-1.608982E-001,+4.791641E-001,
-1.608980E-001,+4.791641E-001,
-1.608978E-001,+4.583308E-001,
-1.608976E-001,+4.583308E-001,
-1.608974E-001,+4.374975E-001,
-1.608972E-001,+4.166641E-001,
-1.608970E-001,+4.166641E-001,
-1.608968E-001,+4.791641E-001,
-1.608966E-001,+4.374975E-001,
-1.608964E-001,+4.999975E-001,
-1.608962E-001,+4.791641E-001,
-1.608960E-001,+3.958308E-001,
-1.608958E-001,+4.583308E-001,
-1.608956E-001,+3.958308E-001,
-1.608954E-001,+4.166641E-001,
-1.608952E-001,+3.958308E-001,
-1.608950E-001,+4.166641E-001,
-1.608948E-001,+4.166641E-001,
-1.608946E-001,+4.791641E-001,
-1.608944E-001,+4.374975E-001,
-1.608942E-001,+4.374975E-001,
-1.608940E-001,+4.583308E-001,
-1.608938E-001,+4.583308E-001,
-1.608936E-001,+4.374975E-001,
-1.608934E-001,+4.374975E-001,
-1.608932E-001,+4.374975E-001,
-1.608930E-001,+4.583308E-001,
-1.608928E-001,+4.166641E-001,
-1.608926E-001,+4.791641E-001,
-1.608924E-001,+4.374975E-001,
-1.608922E-001,+3.958308E-001,
-1.608920E-001,+4.374975E-001,
-1.608918E-001,+4.166641E-001,
-1.608916E-001,+3.958308E-001,
-1.608914E-001,+4.166641E-001,
-1.608912E-001,+3.958308E-001,
-1.608910E-001,+4.166641E-001,
-1.608908E-001,+4.791641E-001,
-1.608906E-001,+4.583308E-001,
-1.608904E-001,+4.374975E-001,
-1.608902E-001,+4.583308E-001,
-1.608900E-001,+4.166641E-001,
-1.608898E-001,+4.166641E-001,
-1.608896E-001,+4.374975E-001,
-1.608894E-001,+4.791641E-001,
-1.608892E-001,+3.958308E-001,
-1.608890E-001,+4.999975E-001,
-1.608888E-001,+4.166641E-001,
-1.608886E-001,+4.374975E-001,
